Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP3896,29,2,1,1,33,Hybrid,42,12,3,1,Depression,0,No Change,5,2,5,1,0,4
EMP3897,28,0,1,5,22,Remote,56,13,2,0,Burnout,0,No Change,5,1,2,1,2,0
EMP3898,55,2,2,3,16,Onsite,23,13,5,0,Anxiety,0,No Change,5,1,1,1,2,2
EMP3899,59,2,4,1,15,Hybrid,58,1,5,0,Depression,0,Decrease,3,0,2,1,2,1
EMP3900,55,2,0,0,32,Hybrid,43,14,1,0,Anxiety,1,Decrease,4,1,1,1,2,2
EMP3901,57,0,2,4,16,Onsite,41,11,3,1,Burnout,0,Increase,2,2,4,1,0,1
EMP3902,43,2,2,2,19,Remote,33,6,3,2,Burnout,1,Decrease,5,0,2,0,0,5
EMP3903,25,0,2,5,33,Onsite,53,13,4,1,Anxiety,1,No Change,2,0,4,0,2,5
EMP3904,52,2,2,0,22,Hybrid,23,5,4,0,Burnout,1,Decrease,3,0,2,1,1,4
EMP3905,49,0,1,2,8,Onsite,21,15,5,0,Depression,0,No Change,4,0,3,1,1,2
EMP3906,38,0,4,4,3,Remote,28,3,3,0,Burnout,1,Increase,5,2,2,0,2,2
EMP3907,50,2,4,3,19,Hybrid,52,10,3,0,Burnout,0,Decrease,3,0,3,1,2,4
EMP3908,33,0,6,0,5,Remote,38,1,5,0,Depression,1,Decrease,4,1,2,1,2,4
EMP3909,51,3,1,5,5,Hybrid,25,13,4,0,Burnout,1,Increase,2,2,1,1,1,3
EMP3910,51,2,3,3,24,Remote,49,13,5,1,Burnout,1,Decrease,3,2,2,1,1,2
EMP3911,58,2,6,4,14,Remote,37,11,5,1,Burnout,0,Increase,1,0,3,0,0,2
EMP3912,34,1,6,1,35,Remote,33,13,4,1,Burnout,0,No Change,1,2,2,1,2,1
EMP3913,53,2,1,2,11,Remote,42,9,1,2,Anxiety,0,Increase,3,1,2,1,0,3
EMP3914,59,1,6,6,24,Onsite,42,0,4,2,Burnout,0,No Change,3,1,1,1,0,5
EMP3915,22,1,2,0,28,Hybrid,23,4,4,0,Depression,1,Increase,3,2,3,1,2,1
EMP3916,50,3,4,3,34,Onsite,50,10,4,2,Depression,0,Decrease,2,0,2,1,2,1
EMP3917,30,3,3,0,9,Remote,37,9,4,2,Depression,0,No Change,4,2,4,1,2,1
EMP3918,32,0,0,3,17,Hybrid,59,9,4,1,Burnout,0,No Change,3,2,2,1,0,0
EMP3919,55,3,4,2,10,Hybrid,34,3,2,1,Anxiety,1,No Change,5,2,3,1,2,2
EMP3920,52,2,3,1,27,Onsite,59,11,2,0,Burnout,0,Decrease,1,1,4,0,2,3
EMP3921,45,2,5,4,25,Onsite,50,4,1,0,Burnout,0,Increase,3,0,4,1,0,5
EMP3922,32,0,0,1,31,Hybrid,34,6,2,1,Burnout,0,Increase,3,2,3,1,2,3
EMP3923,44,0,0,6,9,Remote,27,5,3,1,Anxiety,1,Increase,1,0,1,1,1,5
EMP3924,39,0,3,3,24,Onsite,42,3,4,2,Depression,0,Decrease,2,0,3,0,0,3
EMP3925,23,1,3,3,5,Hybrid,50,9,3,2,Burnout,1,Increase,1,2,5,1,2,5
EMP3926,42,2,1,4,15,Onsite,41,12,1,1,Depression,0,Increase,4,2,4,0,0,0
EMP3927,44,2,4,3,8,Remote,29,5,3,1,Depression,0,No Change,2,0,5,1,1,3
EMP3928,23,0,4,5,29,Hybrid,28,1,2,1,Depression,0,Decrease,4,2,2,0,0,3
EMP3929,34,3,2,5,24,Onsite,20,7,2,2,Anxiety,1,Decrease,3,1,3,0,2,1
EMP3930,28,0,5,2,33,Onsite,51,7,1,0,Depression,1,No Change,1,0,3,1,2,2
EMP3931,28,1,4,5,34,Hybrid,22,7,5,0,Burnout,0,No Change,2,2,2,0,2,3
EMP3932,23,1,0,3,18,Remote,54,7,5,1,Burnout,1,No Change,1,1,2,1,2,1
EMP3933,57,1,1,6,30,Onsite,43,1,1,0,Burnout,1,Decrease,4,2,1,0,0,4
EMP3934,27,3,4,3,9,Remote,23,15,2,2,Burnout,0,Decrease,3,0,2,0,0,3
EMP3935,35,0,0,0,35,Remote,41,15,4,2,Burnout,1,No Change,4,0,4,0,2,3
EMP3936,40,0,4,0,1,Onsite,57,6,3,2,Burnout,0,Increase,2,0,5,1,1,5
EMP3937,37,2,5,4,3,Hybrid,25,8,1,2,Burnout,0,Decrease,2,1,3,1,1,0
EMP3938,59,2,1,6,15,Remote,35,13,4,0,Anxiety,1,Decrease,2,1,2,1,2,1
EMP3939,33,0,2,0,31,Onsite,44,13,3,1,Burnout,0,Increase,5,0,4,0,2,4
EMP3940,27,0,5,4,27,Hybrid,23,10,3,0,Burnout,0,No Change,4,2,2,1,0,0
EMP3941,42,2,4,1,13,Remote,32,8,3,0,Depression,0,Increase,1,0,2,1,0,2
EMP3942,50,2,1,3,19,Remote,20,15,5,0,Depression,0,Increase,2,0,3,1,0,2
EMP3943,45,1,4,3,20,Onsite,54,9,4,1,Burnout,1,No Change,4,0,1,1,1,1
EMP3944,45,3,6,3,4,Hybrid,44,11,1,0,Depression,0,No Change,5,1,3,1,1,4
EMP3945,53,1,2,3,9,Remote,41,8,1,0,Burnout,0,Increase,3,0,3,1,2,3
EMP3946,49,0,4,1,22,Hybrid,59,1,2,2,Depression,1,No Change,5,1,2,0,1,4
EMP3947,30,1,1,4,19,Remote,37,1,3,2,Depression,0,Decrease,3,0,4,0,0,4
EMP3948,56,0,4,5,35,Onsite,29,2,3,2,Burnout,0,No Change,5,1,5,1,2,4
EMP3949,57,2,3,3,15,Remote,38,8,1,1,Burnout,0,Decrease,1,1,3,1,1,1
EMP3950,56,1,0,2,6,Onsite,38,14,1,1,Burnout,0,Decrease,2,2,3,1,2,1
EMP3951,49,3,1,2,10,Hybrid,21,2,2,2,Burnout,0,Increase,2,0,1,1,0,1
EMP3952,27,1,3,4,21,Hybrid,34,12,1,2,Depression,1,Increase,4,2,2,1,1,3
EMP3953,40,0,1,4,12,Hybrid,48,8,5,1,Burnout,1,Increase,1,0,1,1,2,4
EMP3954,53,2,0,6,21,Hybrid,46,6,1,2,Burnout,0,Increase,2,0,3,0,2,2
EMP3955,49,0,6,3,8,Hybrid,32,14,4,2,Depression,0,Decrease,4,2,4,0,2,5
EMP3956,59,2,4,1,24,Hybrid,54,1,2,0,Depression,0,Increase,4,1,2,1,2,3
EMP3957,35,1,5,6,30,Onsite,37,10,2,0,Burnout,1,Increase,2,0,5,0,1,4
EMP3958,54,2,4,5,17,Remote,29,10,3,1,Burnout,0,No Change,3,2,2,1,2,3
EMP3959,24,0,6,0,30,Hybrid,23,13,3,2,Burnout,1,Decrease,2,0,1,1,0,1
EMP3960,47,1,2,2,3,Remote,28,12,1,2,Depression,0,Increase,5,1,2,1,2,5
EMP3961,34,3,3,2,33,Remote,30,5,3,1,Burnout,1,Decrease,5,0,2,0,1,5
EMP3962,36,1,0,5,14,Onsite,29,8,2,2,Burnout,0,No Change,2,0,2,0,2,2
EMP3963,60,1,2,6,34,Remote,54,4,4,1,Anxiety,0,Increase,1,2,1,0,0,2
EMP3964,26,1,2,0,1,Hybrid,36,12,1,0,Burnout,1,No Change,2,0,3,0,1,0
EMP3965,54,0,3,4,22,Onsite,36,4,2,0,Burnout,0,Decrease,1,2,2,1,2,1
EMP3966,41,3,0,6,10,Remote,46,8,4,0,Burnout,0,Decrease,1,1,2,0,0,4
EMP3967,58,0,1,5,2,Hybrid,30,1,5,1,Burnout,1,Decrease,5,1,1,0,0,4
EMP3968,34,3,3,6,22,Remote,46,0,3,0,Burnout,1,Decrease,2,1,4,0,2,1
EMP3969,57,0,0,4,21,Remote,20,11,4,1,Burnout,0,Decrease,5,2,3,0,0,4
EMP3970,58,2,3,2,5,Hybrid,45,12,3,0,Burnout,0,No Change,3,1,3,1,2,1
EMP3971,27,1,3,0,30,Hybrid,37,0,1,1,Depression,0,No Change,2,1,4,1,2,0
EMP3972,56,0,3,2,9,Remote,36,12,5,1,Burnout,0,Decrease,4,2,2,1,1,0
EMP3973,27,2,0,2,4,Remote,60,15,2,0,Burnout,0,Decrease,4,1,4,1,1,4
EMP3974,31,0,5,2,32,Hybrid,27,13,1,1,Anxiety,1,Decrease,2,1,5,1,0,3
EMP3975,60,0,5,5,28,Remote,47,1,3,2,Anxiety,1,No Change,4,1,2,1,0,0
EMP3976,27,2,2,3,2,Remote,46,15,2,1,Burnout,0,Increase,2,0,3,1,2,0
EMP3977,42,2,4,1,2,Hybrid,58,12,1,2,Anxiety,0,No Change,5,2,3,0,1,2
EMP3978,22,2,0,6,1,Hybrid,33,8,3,1,Burnout,1,Decrease,5,2,3,0,1,4
EMP3979,47,1,2,4,25,Onsite,27,2,4,2,Burnout,1,Increase,4,1,1,1,2,0
EMP3980,50,1,4,0,11,Onsite,56,10,1,2,Anxiety,1,No Change,4,1,1,1,0,1
EMP3981,43,1,6,5,21,Onsite,32,15,4,1,Anxiety,1,Decrease,4,2,1,0,1,5
EMP3982,37,0,2,5,34,Hybrid,31,13,2,0,Depression,1,Increase,5,2,2,1,1,4
EMP3983,43,2,0,1,35,Onsite,47,10,2,0,Depression,0,Decrease,5,1,2,0,2,3
EMP3984,43,3,1,2,29,Hybrid,35,8,1,0,Burnout,1,No Change,3,1,2,1,1,5
EMP3985,45,3,5,3,28,Hybrid,52,3,1,0,Anxiety,1,No Change,4,2,2,0,1,0
EMP3986,44,1,4,4,7,Hybrid,57,3,5,1,Anxiety,1,Decrease,2,1,2,0,0,2
EMP3987,34,0,1,6,4,Onsite,57,8,3,1,Burnout,0,No Change,4,0,2,0,0,5
EMP3988,29,1,2,5,25,Onsite,38,14,1,1,Anxiety,0,Decrease,4,2,4,1,1,4
EMP3989,54,0,5,0,16,Remote,22,10,2,1,Anxiety,0,Decrease,1,1,5,0,0,1
EMP3990,36,3,2,4,23,Hybrid,50,15,3,0,Anxiety,0,No Change,4,1,2,1,1,0
EMP3991,46,3,2,6,22,Remote,28,2,4,2,Anxiety,1,Decrease,3,0,3,1,0,4
EMP3992,31,1,6,3,14,Onsite,22,8,4,1,Burnout,0,No Change,4,2,1,1,2,3
EMP3993,46,2,5,3,3,Remote,24,2,1,0,Burnout,1,No Change,1,0,3,1,0,5
EMP3994,38,3,1,1,18,Hybrid,32,13,3,1,Burnout,0,Decrease,2,1,3,0,1,4
EMP3995,25,1,5,4,27,Remote,41,8,1,0,Anxiety,1,Decrease,5,2,3,1,2,1
EMP3996,50,1,1,2,6,Hybrid,21,8,4,0,Burnout,0,Decrease,4,0,5,1,2,2
EMP3997,58,3,4,2,2,Onsite,53,9,3,0,Depression,0,Increase,2,1,1,1,0,4
EMP3998,47,3,4,1,19,Hybrid,60,0,4,0,Depression,1,Increase,4,1,5,0,1,3
EMP3999,27,3,5,2,7,Onsite,56,11,1,2,Anxiety,1,No Change,3,2,4,1,1,5
EMP4000,24,2,2,0,11,Onsite,34,4,5,1,Burnout,0,Decrease,4,2,1,0,0,2
EMP4001,38,2,4,6,33,Onsite,26,11,1,1,Anxiety,0,Increase,2,0,2,0,1,2
EMP4002,38,0,1,5,22,Remote,29,0,4,2,Anxiety,0,No Change,5,0,1,0,2,1
EMP4003,22,0,6,2,16,Hybrid,36,15,1,0,Depression,1,Decrease,5,2,5,1,2,0
EMP4004,40,0,0,0,8,Onsite,25,11,1,2,Burnout,1,Increase,4,2,1,1,1,1
EMP4005,39,3,5,3,20,Hybrid,31,1,2,0,Anxiety,0,Increase,1,1,1,0,0,5
EMP4006,43,3,5,3,12,Onsite,38,2,2,1,Anxiety,0,Increase,5,1,3,1,0,4
EMP4007,44,1,5,2,12,Remote,41,13,4,1,Anxiety,1,Decrease,2,0,4,0,1,5
EMP4008,47,3,4,4,33,Onsite,34,13,4,0,Burnout,0,No Change,3,1,5,0,0,3
EMP4009,35,2,4,2,24,Hybrid,29,5,4,2,Anxiety,1,Increase,5,0,3,1,1,1
EMP4010,23,3,2,3,28,Remote,45,1,1,1,Depression,1,Decrease,5,2,4,1,0,4
EMP4011,27,3,4,3,6,Onsite,60,10,2,0,Anxiety,1,Decrease,5,0,5,0,1,0
EMP4012,47,3,4,1,12,Onsite,48,11,3,2,Burnout,1,Increase,5,2,4,1,0,3
EMP4013,39,0,2,3,3,Hybrid,23,4,1,0,Depression,0,Increase,5,1,5,1,0,1
EMP4014,39,2,2,1,3,Onsite,60,15,2,1,Burnout,1,No Change,3,0,1,0,2,0
EMP4015,59,0,1,0,6,Hybrid,37,5,1,1,Burnout,1,Increase,4,1,5,1,2,4
EMP4016,52,1,2,4,34,Hybrid,34,4,5,2,Burnout,1,Increase,1,2,2,0,1,5
EMP4017,29,0,3,1,23,Remote,54,9,1,0,Anxiety,0,Decrease,5,0,3,1,1,0
EMP4018,51,1,3,1,32,Remote,29,15,4,0,Burnout,0,Decrease,1,0,5,0,2,3
EMP4019,23,1,1,0,10,Remote,36,1,5,1,Burnout,0,No Change,1,1,3,0,1,0
EMP4020,24,2,2,1,30,Onsite,54,9,4,1,Burnout,0,Decrease,4,1,1,1,0,5
EMP4021,41,3,1,3,18,Hybrid,55,14,5,1,Depression,1,Decrease,2,2,2,1,2,4
EMP4022,52,3,2,6,16,Onsite,56,4,3,1,Burnout,0,Decrease,4,0,4,1,0,4
EMP4023,52,2,6,3,3,Onsite,48,2,1,0,Anxiety,1,No Change,1,1,4,1,0,2
EMP4024,37,3,1,2,21,Onsite,52,4,2,0,Depression,1,No Change,2,1,5,1,2,4
EMP4025,57,2,6,6,8,Hybrid,49,9,3,2,Anxiety,1,No Change,3,1,2,1,2,2
EMP4026,51,2,0,3,6,Remote,26,14,4,1,Anxiety,1,Increase,3,0,2,1,0,0
EMP4027,45,3,5,6,25,Remote,21,15,4,0,Anxiety,1,Increase,3,2,4,1,1,0
EMP4028,53,3,4,6,22,Onsite,20,10,5,2,Burnout,1,Increase,5,1,3,0,1,4
EMP4029,26,1,3,4,1,Onsite,27,3,3,2,Burnout,0,No Change,3,2,4,0,0,4
EMP4030,52,3,1,1,25,Hybrid,54,1,4,1,Anxiety,1,Increase,1,0,2,1,2,2
EMP4031,39,2,4,3,12,Hybrid,23,9,5,2,Burnout,0,Increase,1,2,3,0,2,3
EMP4032,47,0,4,5,19,Remote,53,9,3,0,Anxiety,0,Increase,1,0,2,0,0,4
EMP4033,32,3,4,3,21,Hybrid,57,1,1,1,Burnout,1,Decrease,4,0,1,1,2,1
EMP4034,29,1,4,3,28,Onsite,41,2,5,2,Burnout,1,No Change,3,1,3,1,1,0
EMP4035,40,1,4,6,2,Remote,20,12,1,1,Burnout,0,Increase,4,0,5,0,2,0
EMP4036,44,1,6,2,9,Onsite,35,3,2,2,Burnout,0,No Change,5,2,2,1,0,2
EMP4037,53,0,3,2,10,Hybrid,57,8,2,0,Anxiety,1,Decrease,1,1,1,1,1,4
EMP4038,23,1,5,0,20,Onsite,50,10,4,2,Depression,1,No Change,3,2,2,0,1,4
EMP4039,36,2,2,5,26,Remote,24,13,4,2,Depression,1,Increase,1,2,1,1,1,5
EMP4040,39,1,1,6,9,Remote,25,14,5,2,Burnout,0,Increase,4,0,5,1,2,0
EMP4041,59,1,3,4,2,Hybrid,35,0,5,1,Anxiety,0,No Change,2,0,3,0,1,1
EMP4042,37,1,2,3,25,Onsite,37,1,2,1,Anxiety,1,Increase,5,1,3,0,0,5
EMP4043,30,2,6,4,4,Onsite,51,1,3,2,Burnout,1,Decrease,2,0,5,1,0,1
EMP4044,24,1,4,0,3,Hybrid,47,10,2,0,Depression,1,No Change,5,2,2,0,1,4
EMP4045,47,3,6,2,15,Remote,28,10,3,0,Burnout,1,No Change,3,0,5,1,2,3
EMP4046,59,2,4,2,7,Onsite,33,3,3,0,Depression,0,Increase,3,2,3,1,2,5
EMP4047,37,2,2,1,29,Onsite,31,9,3,0,Anxiety,1,Increase,3,0,3,1,2,1
EMP4048,57,2,3,4,5,Remote,32,2,4,0,Anxiety,1,Increase,4,0,4,1,2,4
EMP4049,30,1,5,3,9,Hybrid,38,10,3,2,Burnout,1,Decrease,1,2,3,1,1,2
EMP4050,39,2,3,4,24,Onsite,49,4,1,0,Depression,0,Increase,2,0,2,1,0,5
EMP4051,34,1,1,1,28,Remote,59,6,4,0,Burnout,0,No Change,5,1,2,1,2,3
EMP4052,48,1,3,3,13,Hybrid,46,10,3,0,Burnout,0,Decrease,2,0,1,0,0,3
EMP4053,58,0,4,2,27,Hybrid,31,8,4,0,Burnout,0,Increase,4,0,4,0,1,1
EMP4054,46,0,3,6,29,Remote,22,8,4,2,Burnout,0,Decrease,2,2,1,1,2,4
EMP4055,28,1,4,5,15,Onsite,41,1,1,0,Burnout,0,Increase,5,2,3,0,1,1
EMP4056,23,1,6,3,22,Hybrid,47,9,4,0,Burnout,1,No Change,3,0,3,0,1,3
EMP4057,54,3,6,3,32,Hybrid,44,2,1,1,Burnout,1,Decrease,3,1,3,1,1,1
EMP4058,43,1,2,0,18,Remote,50,2,5,2,Burnout,0,Decrease,2,0,3,1,2,0
EMP4059,41,1,1,6,25,Onsite,55,7,1,1,Anxiety,1,No Change,3,2,2,0,2,2
EMP4060,43,1,3,2,30,Hybrid,54,2,5,2,Burnout,0,No Change,5,1,1,1,0,5
EMP4061,36,0,2,1,1,Remote,27,13,5,2,Burnout,1,No Change,5,2,5,0,1,0
EMP4062,58,0,6,2,12,Remote,45,12,2,1,Anxiety,0,Increase,4,2,2,1,1,0
EMP4063,23,2,2,4,4,Onsite,48,8,2,1,Burnout,1,Decrease,1,1,2,0,2,3
EMP4064,38,1,3,2,27,Remote,58,9,5,1,Burnout,1,Decrease,1,1,4,1,1,4
EMP4065,35,2,3,0,28,Onsite,20,3,4,1,Depression,1,Decrease,4,1,1,0,1,5
EMP4066,51,2,2,6,19,Hybrid,49,15,1,1,Burnout,0,Decrease,3,1,5,1,1,4
EMP4067,28,0,6,0,15,Onsite,36,12,5,0,Burnout,1,Decrease,4,1,3,1,0,3
EMP4068,42,1,2,1,30,Onsite,33,5,5,0,Burnout,0,No Change,5,1,2,1,0,3
EMP4069,56,3,3,0,11,Onsite,40,2,1,1,Anxiety,1,Decrease,2,1,1,0,2,1
EMP4070,49,1,4,4,35,Remote,20,12,3,2,Depression,1,Increase,3,0,2,1,0,1
EMP4071,45,3,0,6,31,Onsite,28,12,4,0,Burnout,1,Decrease,2,2,5,1,0,4
EMP4072,37,0,5,3,14,Hybrid,28,11,5,1,Anxiety,0,No Change,1,1,2,1,1,0
EMP4073,23,2,3,6,9,Hybrid,31,1,1,0,Burnout,0,Decrease,5,1,2,1,0,5
EMP4074,37,1,0,1,27,Hybrid,45,11,3,1,Depression,1,No Change,1,1,2,1,0,4
EMP4075,59,0,0,2,8,Hybrid,34,11,5,0,Anxiety,1,Increase,1,2,2,1,2,1
EMP4076,50,2,6,2,14,Onsite,31,15,3,2,Anxiety,1,Increase,2,2,1,1,0,1
EMP4077,46,3,0,5,14,Onsite,55,10,1,2,Burnout,1,Increase,2,1,1,1,1,0
EMP4078,54,0,0,2,20,Onsite,35,12,4,2,Anxiety,0,No Change,5,2,4,1,0,1
EMP4079,38,1,3,1,10,Hybrid,24,11,5,0,Anxiety,0,Decrease,3,0,2,1,2,4
EMP4080,55,0,1,2,17,Onsite,60,3,3,0,Anxiety,0,Increase,1,2,5,1,0,5
EMP4081,49,3,1,4,17,Remote,20,4,3,2,Burnout,1,No Change,2,2,2,0,1,5
EMP4082,41,2,5,1,19,Hybrid,28,9,4,0,Burnout,1,No Change,3,1,3,0,0,3
EMP4083,22,1,3,6,31,Hybrid,26,8,2,2,Depression,1,Decrease,5,0,4,0,2,5
EMP4084,52,3,4,4,35,Hybrid,27,15,1,2,Depression,0,Decrease,1,1,5,0,0,1
EMP4085,28,2,3,5,28,Onsite,32,1,1,1,Burnout,0,Decrease,1,2,5,0,0,3
EMP4086,50,2,4,6,20,Hybrid,20,10,1,2,Burnout,0,Decrease,5,0,4,1,2,1
EMP4087,35,2,6,2,6,Remote,43,2,3,0,Burnout,0,No Change,3,1,1,1,0,5
EMP4088,33,1,4,1,6,Remote,49,7,4,1,Burnout,0,No Change,3,0,1,1,0,0
EMP4089,47,1,3,5,9,Hybrid,48,9,3,0,Burnout,1,Increase,3,2,3,1,0,3
EMP4090,51,3,1,6,26,Hybrid,28,6,2,1,Burnout,1,Decrease,1,1,5,1,2,1
EMP4091,57,2,2,1,13,Hybrid,25,6,4,2,Burnout,0,Increase,3,0,1,1,1,3
EMP4092,59,0,2,1,10,Onsite,40,1,3,1,Burnout,1,No Change,5,0,5,0,0,3
EMP4093,25,0,0,1,34,Hybrid,52,11,5,0,Depression,0,No Change,3,2,1,0,0,4
EMP4094,42,1,3,2,18,Remote,22,10,3,1,Anxiety,0,Decrease,2,1,4,0,2,1
EMP4095,34,0,4,6,31,Hybrid,28,10,1,2,Burnout,0,Increase,4,1,3,1,1,5
EMP4096,33,2,2,5,4,Onsite,49,0,1,1,Burnout,1,Increase,3,1,3,1,0,3
EMP4097,23,1,0,2,24,Hybrid,49,12,2,2,Anxiety,0,No Change,2,2,4,1,1,5
EMP4098,23,1,3,1,31,Remote,57,12,5,0,Burnout,0,Increase,3,2,2,1,2,2
EMP4099,54,3,0,4,2,Remote,21,5,4,1,Burnout,1,Increase,5,0,4,1,0,0
EMP4100,34,2,4,4,25,Remote,52,6,3,0,Anxiety,0,No Change,3,1,4,0,0,0
EMP4101,54,1,0,6,24,Remote,40,9,1,0,Burnout,0,No Change,3,0,5,1,0,2
EMP4102,43,3,1,4,14,Onsite,46,15,1,0,Burnout,0,Decrease,5,1,3,1,1,4
EMP4103,53,2,6,0,34,Onsite,48,8,2,0,Anxiety,1,No Change,2,1,4,1,2,1
EMP4104,59,1,3,0,12,Hybrid,47,12,2,2,Burnout,1,Decrease,2,1,5,1,0,1
EMP4105,33,2,2,0,29,Hybrid,48,0,4,2,Anxiety,0,Increase,3,2,2,1,2,0
EMP4106,58,0,0,4,11,Hybrid,51,0,2,1,Depression,0,No Change,2,0,5,0,1,4
EMP4107,36,3,3,5,3,Hybrid,21,4,3,2,Burnout,1,Decrease,5,0,5,0,0,4
EMP4108,27,2,5,3,8,Onsite,60,6,2,1,Burnout,1,Increase,1,0,4,0,2,3
EMP4109,32,2,1,2,7,Onsite,27,11,3,1,Burnout,1,No Change,4,0,2,0,0,4
EMP4110,40,2,5,5,12,Remote,51,8,4,2,Depression,1,Increase,3,2,4,1,1,4
EMP4111,59,2,0,1,6,Onsite,29,9,1,0,Burnout,1,No Change,2,2,5,1,0,4
EMP4112,55,1,0,2,33,Onsite,39,7,4,2,Anxiety,1,No Change,4,0,5,1,2,3
EMP4113,24,2,5,0,18,Remote,53,11,2,0,Burnout,0,No Change,2,1,4,0,2,4
EMP4114,50,1,3,5,30,Onsite,27,12,4,1,Burnout,0,Increase,1,2,3,0,1,5
EMP4115,49,2,5,6,21,Remote,46,2,5,0,Anxiety,0,No Change,3,0,2,0,0,4
EMP4116,46,3,6,5,26,Hybrid,42,5,1,1,Depression,0,Decrease,1,1,1,1,1,3
EMP4117,27,3,3,0,22,Hybrid,51,6,1,1,Depression,1,No Change,3,0,5,1,0,2
EMP4118,47,1,2,5,35,Onsite,22,3,2,2,Depression,0,No Change,1,2,1,1,0,3
EMP4119,47,1,3,6,8,Onsite,40,13,3,0,Burnout,0,No Change,5,2,5,1,2,3
EMP4120,41,3,2,0,21,Hybrid,35,6,1,0,Burnout,1,No Change,3,0,4,1,2,5
EMP4121,30,1,4,2,12,Onsite,33,9,3,0,Anxiety,0,Decrease,5,2,3,0,0,1
EMP4122,27,1,2,6,25,Remote,45,15,4,0,Depression,1,No Change,3,0,2,0,0,5
EMP4123,48,0,2,3,30,Hybrid,37,3,1,2,Burnout,0,No Change,1,0,1,1,0,3
EMP4124,28,0,5,1,13,Remote,41,6,1,2,Anxiety,0,Decrease,5,1,3,0,1,2
EMP4125,25,1,1,4,29,Hybrid,52,13,2,2,Depression,0,No Change,3,2,1,0,1,0
EMP4126,31,3,2,1,28,Remote,54,4,5,1,Depression,0,No Change,4,2,3,1,2,5
EMP4127,30,0,1,3,12,Remote,52,15,5,1,Burnout,1,Decrease,4,2,2,0,0,4
EMP4128,30,2,6,1,13,Remote,32,8,3,0,Anxiety,0,Decrease,1,2,4,1,0,0
EMP4129,55,1,1,1,5,Onsite,44,13,1,0,Burnout,0,Increase,3,1,3,1,0,2
EMP4130,43,1,2,6,18,Onsite,57,12,4,2,Burnout,0,No Change,1,0,2,1,1,1
EMP4131,44,1,5,0,31,Onsite,43,10,2,0,Burnout,1,Decrease,1,0,3,0,2,4
EMP4132,54,2,1,6,19,Hybrid,54,13,5,0,Depression,1,Increase,5,1,5,1,0,3
EMP4133,53,3,0,4,32,Hybrid,43,2,4,0,Anxiety,0,Increase,5,0,2,1,0,0
EMP4134,53,2,4,3,25,Onsite,32,6,3,0,Depression,1,Increase,5,1,2,1,0,1
EMP4135,23,1,5,5,34,Remote,58,8,4,0,Anxiety,1,Increase,4,0,3,1,0,2
EMP4136,50,1,2,1,27,Hybrid,45,1,1,2,Burnout,0,No Change,3,0,1,1,2,2
EMP4137,42,0,1,1,7,Onsite,49,14,2,1,Depression,1,No Change,3,2,2,1,1,4
EMP4138,47,2,4,0,24,Remote,26,6,2,2,Anxiety,1,Increase,4,1,5,1,2,0
EMP4139,37,3,1,6,1,Onsite,39,3,5,0,Anxiety,0,Increase,2,1,1,0,1,0
EMP4140,40,2,2,4,17,Hybrid,28,4,2,1,Anxiety,1,No Change,4,1,1,1,2,0
EMP4141,43,3,3,6,32,Remote,53,2,2,2,Burnout,1,No Change,4,2,5,1,1,1
EMP4142,33,2,6,5,5,Hybrid,22,5,3,1,Burnout,1,Increase,4,0,4,1,1,4
EMP4143,53,3,4,1,5,Onsite,57,14,3,0,Depression,1,No Change,4,2,2,1,1,5
EMP4144,39,1,5,3,29,Hybrid,57,8,3,2,Burnout,0,No Change,3,1,3,0,1,3
EMP4145,44,2,2,4,3,Onsite,59,0,2,1,Depression,1,Decrease,1,2,5,0,1,0
EMP4146,41,0,0,4,16,Hybrid,32,3,4,1,Anxiety,0,Decrease,1,2,1,1,0,2
EMP4147,49,0,0,5,6,Hybrid,54,3,1,0,Burnout,1,No Change,1,1,2,0,0,5
EMP4148,27,2,6,3,10,Onsite,59,4,3,1,Burnout,0,Increase,5,2,2,1,2,4
EMP4149,36,1,0,6,34,Hybrid,20,4,4,1,Burnout,1,Increase,3,2,1,1,0,0
EMP4150,26,2,2,5,1,Remote,52,2,2,0,Burnout,0,Increase,1,2,5,1,2,3
EMP4151,36,2,0,4,9,Hybrid,33,10,3,0,Burnout,0,Increase,1,2,1,1,0,2
EMP4152,47,1,5,4,9,Onsite,34,4,5,2,Burnout,1,No Change,3,1,5,1,1,0
EMP4153,53,1,5,2,12,Remote,30,8,3,2,Anxiety,0,Decrease,4,1,4,1,2,5
EMP4154,22,3,4,6,23,Onsite,22,8,3,1,Depression,0,Decrease,3,2,5,1,2,2
EMP4155,33,1,3,2,1,Hybrid,25,14,5,1,Anxiety,0,Increase,1,2,4,0,0,4
EMP4156,31,3,4,5,21,Remote,60,9,3,1,Burnout,0,No Change,2,1,3,1,1,5
EMP4157,59,2,3,0,8,Onsite,33,13,4,2,Depression,0,Decrease,4,2,3,1,2,2
EMP4158,22,3,2,3,5,Onsite,51,15,1,2,Depression,1,No Change,1,2,5,1,0,1
